name	modelId	modelIdData	rarity	classId	zennyCost	sharpnessId	rawDamage	defense	affinity	elementId	eleDamage	ailmentId	ailDamage	slots	unk3	unk4	unk5	unk6	unk7	unk8	unk9	unk10	unk11	unk12	unk13	unk14	unk15	unk16	unk17
モグヌモッギア	1734	wf734	0	大剣	0	791	400	34	15	雷	670	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ヴォタ・ツィンディル	1846	wf846	0	大剣	0	1043	425	0	0	火	630	麻痺	290	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ラスタートローネ	2579	wg579	0	大剣	0	1043	425	0	0	龍	640	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
シュテルンゲッタ	2580	wg580	0	大剣	0	1043	430	0	0	氷	550	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ミュール＝シミター	1181	wf181	0	大剣	0	1043	430	0	0	なし	0	麻痺	440	0	0	0	224	0	0	0	8	0	0	5	0	1	15	0	0
エヴィユラール	2384	wg384	0	大剣	0	1043	420	0	0	水	850	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
フォティメゼグリア	2385	wg385	0	大剣	0	1043	410	0	0	龍	260	睡眠	390	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
グロムヴォード	1520	wf520	0	大剣	0	1043	425	0	0	雷	640	なし	0	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
パライズヴォード	1521	wf521	0	大剣	0	1039	420	0	0	なし	0	麻痺	380	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
リオ・グランダ	1546	wf546	0	太刀	0	1038	390	0	35	水	640	なし	0	0	0	0	204	0	0	0	8	30	0	5	0	1	15	0	0
ルシア・ダル	1647	wf647	0	太刀	0	1043	400	0	30	なし	0	なし	0	0	0	0	218	0	0	0	8	49	0	5	0	1	15	0	0
ユーフォ・シュミット	1646	wf646	0	太刀	0	1043	405	0	0	雷	860	なし	0	0	0	0	217	0	0	0	8	0	0	5	0	1	15	0	0
メーガス・アフロディ	1736	wf736	0	太刀	0	1043	415	0	0	火	670	毒	210	0	0	0	230	0	0	0	8	0	0	5	0	1	15	0	0
ホンディアリノス	2121	wg121	0	太刀	0	1038	390	0	30	龍	900	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
フェブルアリアール	2128	wg128	0	太刀	0	1043	400	0	20	氷	610	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ジクレヴェルグ	884	we884	0	太刀	0	1043	415	0	0	雷	640	なし	0	0	0	0	148	0	0	0	8	0	0	5	0	1	15	0	0
ガネス・グラード	1548	wf548	0	ハンマー	0	794	420	0	0	なし	0	なし	0	0	0	0	255	0	0	0	8	32	0	5	0	1	15	0	0
イディア・マテジオ	1651	wf651	0	ハンマー	0	1037	400	0	30	なし	0	毒	380	0	0	0	255	0	0	0	8	51	0	5	0	1	15	0	0
トリウム・アルダ	1650	wf650	0	ハンマー	0	1034	400	0	45	火	590	毒	280	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ヴァド・クロス	1740	wf740	0	ハンマー	0	1043	410	0	0	火	660	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
シロマメグド	2122	wg122	0	ハンマー	0	1051	405	0	0	氷	720	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
アレドムニオス	2129	wg129	0	ハンマー	0	1043	400	99	20	雷	610	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
パラライズグレート	1444	wf444	0	ハンマー	0	782	400	0	30	なし	0	麻痺	330	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
レーヴグレート	1445	wf445	0	ハンマー	0	782	420	0	0	雷	350	睡眠	200	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ベリムマルゴッド	1741	wf741	0	狩猟笛	0	1037	390	0	25	雷	370	睡眠	230	0	11	0	176	0	0	0	8	0	0	5	0	1	15	0	0
キーム・カルゼイド	1849	wf849	0	狩猟笛	0	1034	410	0	30	火	780	なし	0	0	9	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ガウシカラファーガ	529	we529	0	狩猟笛	0	1032	400	120	0	なし	0	なし	0	0	6	0	128	0	0	0	8	0	0	5	0	1	15	0	0
レミオガルヴァ	2386	wg386	0	狩猟笛	0	794	390	0	0	火	880	なし	0	0	11	0	255	0	0	0	8	0	0	5	0	1	15	0	0
アディオシュレイター	2387	wg387	0	狩猟笛	0	1047	400	0	0	氷	370	毒	390	0	6	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ジリーノ＝フォルテ	1239	wf239	0	狩猟笛	0	1051	410	0	0	なし	0	麻痺	330	0	19	0	143	0	0	0	8	0	0	5	0	1	15	0	0
テタール＝フォルテ	1240	wf240	0	狩猟笛	0	1051	410	0	0	なし	0	睡眠	370	0	11	0	144	0	0	0	8	0	0	5	0	1	15	0	0
ガトゥーレメイスィン	1737	wf737	0	ランス	0	1043	410	0	0	火	680	毒	160	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
モナレイドアスター	1847	wf847	0	ランス	0	792	400	0	0	なし	0	麻痺	260	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ルゲドバリアード	1796	wf796	0	ランス	0	1049	405	0	0	火	520	なし	0	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
ヤゲルカグリット	1797	wf797	0	ランス	0	1049	410	0	0	氷	340	なし	0	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
ブランド・シグリーン	1547	wf547	0	ガンランス	0	1049	405	0	0	水	640	なし	0	0	17	0	186	0	0	0	8	31	0	5	0	1	15	0	0
バレア・ズレイデン	1649	wf649	0	ガンランス	0	1040	410	0	30	氷	500	なし	0	0	12	0	196	0	0	0	8	50	0	5	0	1	15	0	0
アネモ・カルネッド	1648	wf648	0	ガンランス	0	1041	405	0	0	氷	490	睡眠	170	0	17	0	195	0	0	0	8	0	0	5	0	1	15	0	0
シグロット・ユーノス	1739	wf739	0	ガンランス	0	1043	405	0	0	火	520	毒	220	0	15	0	208	0	0	0	8	0	0	5	0	1	15	0	0
フォルカルセルーダ	2123	wg123	0	ガンランス	0	1040	410	0	30	龍	550	なし	0	0	14	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ノエンシュトレウス	2130	wg130	0	ガンランス	0	1049	400	0	0	氷	450	睡眠	280	0	17	0	255	0	0	0	8	0	0	5	0	1	15	0	0
タンテガルメイド	1738	wf738	0	ガンランス	0	1041	405	0	0	雷	390	睡眠	320	0	17	0	207	0	0	0	8	0	0	5	0	1	15	0	0
オルスィ・エセマーノ	1848	wf848	0	ガンランス	0	792	400	0	0	火	690	麻痺	270	0	13	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ディド・ドラグーン	2581	wg581	0	ガンランス	0	1049	400	0	0	龍	760	なし	0	0	15	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ディド・ライトニング	2582	wg582	0	ガンランス	0	1049	400	0	0	雷	910	なし	0	0	17	0	255	0	0	0	8	0	0	5	0	1	15	0	0
リベリオンⅥ	3458	wh458	10	太刀	0	1039	420	0	30	なし	0	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
リベリオン改Ⅵ	3459	wh459	10	太刀	0	1039	415	0	0	炎	1200	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
バイオンリボザイム	3373	wh373	0	ハンマー	0	1051	420	0	20	なし	0	毒	450	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
バイオイングライク	3374	wh374	0	ハンマー	0	1051	420	0	0	炎	750	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
バイオンヴァイル	3371	wh371	0	大剣	0	1047	420	0	20	なし	0	毒	450	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
バイオインテオクス	3372	wh372	0	大剣	0	1047	420	0	0	炎	950	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
六爪流【戦舞・改】	2922	wg922	0	双剣	0	1043	410	0	0	雷	620	なし	0	0	0	0	255	0	0	5	8	0	0	5	0	1	15	0	0
六爪流【獄竜・改】	2923	wg923	0	双剣	0	1043	410	0	40	なし	0	なし	0	0	0	0	255	0	0	5	8	0	0	5	0	1	15	0	0
一刀流【戦舞・改】	2924	wg924	0	太刀	0	1047	405	0	25	雷	300	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
一刀流【獄龍・改】	2925	wg925	0	太刀	0	1047	405	0	25	なし	0	麻痺	410	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
二槍【天覇・改】	3063	wh063	0	双剣	0	1043	410	0	0	火	620	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
二槍【絶槍・改】	3064	wh064	0	双剣	0	1043	410	0	40	なし	0	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
十文字槍【天覇・改】	3065	wh065	0	ランス	0	792	410	0	0	火	600	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
十文字槍【絶槍・改】	3066	wh066	0	ランス	0	792	425	0	0	なし	0	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
ミクキー・六重奏	3233	wh233	0	狩猟笛	0	1038	410	0	25	なし	0	なし	0	0	11	0	255	0	0	0	8	314	0	5	0	1	15	0	0
初音鍵盤・六重奏	3234	wh234	0	狩猟笛	0	1038	400	0	0	雷	840	麻痺	400	0	6	0	255	0	0	0	8	314	0	5	0	1	15	0	0
ミクホン・六重奏	3231	wh231	0	ハンマー	0	1038	410	0	30	なし	0	なし	0	0	0	0	255	0	0	0	8	313	0	5	0	1	15	0	0
初音声楽・六重奏	3232	wh232	0	ハンマー	0	1038	400	0	0	雷	490	麻痺	400	0	0	0	255	0	0	0	8	313	0	5	0	1	15	0	0
ヴォルトデモリション	1687	wf687	0	ガンランス	0	1047	405	0	50	なし	0	なし	0	0	15	0	255	0	0	0	8	0	0	5	0	1	15	0	0
タイダルゼニス	1688	wf688	0	ガンランス	0	1047	415	0	15	水	460	なし	0	0	17	0	255	0	0	0	8	0	0	5	0	1	15	0	0
パラグラソーン	1685	wf685	0	双剣	0	1043	410	0	15	氷	370	麻痺	130	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
パイロモルターレ	1686	wf686	0	双剣	0	1043	415	0	0	火	550	毒	320	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
エンシェントモドラ	1243	wf243	0	ハンマー	0	1047	415	0	20	なし	0	なし	0	0	0	0	255	0	0	4	8	0	0	5	0	1	15	0	0
シュレリアルルージョ	1244	wf244	0	ハンマー	0	1047	415	0	0	龍	650	なし	0	0	0	0	255	0	0	4	8	0	0	5	0	1	15	0	0
ドライクラング	2049	wg049	0	ランス	0	1041	415	0	0	龍	460	睡眠	280	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
レガーリメン	2050	wg050	0	ランス	0	1041	415	0	0	水	480	麻痺	250	0	0	0	255	0	0	3	8	0	0	5	0	1	15	0	0
ビュルテイル	2051	wg051	0	ハンマー	0	1047	410	0	10	氷	570	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
アールタング	2052	wg052	0	ハンマー	0	1051	425	0	15	なし	0	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
約束された勝利の剣Ⅵ	3227	wh227	0	大剣	0	1043	420	60	0	光	1200	なし	0	0	0	0	255	0	0	0	8	312	0	5	0	1	15	0	0
勝利すべき黄金の剣Ⅵ	3229	wh229	0	太刀	0	1043	410	125	0	光	1030	なし	0	0	0	0	255	0	0	0	8	0	0	5	0	1	15	0	0
干将・莫耶Ⅵ	3235	wh235	0	双剣	0	1043	420	0	30	なし	0	なし	0	0	0	0	255	0	0	0	8	316	0	5	0	1	15	0	0
無銘・短剣Ⅵ	3716	wh716	0	双剣	0	788	405	0	20	光	580	なし	0	0	0	0	255	0	0	4	8	518	0	5	0	1	15	0	0
無銘・短剣【黒】Ⅵ	3717	wh717	0	双剣	0	788	420	0	0	龍	450	なし	0	0	0	0	255	0	0	4	8	518	0	5	0	1	15	0	0
乖離剣エアⅥ	3718	wh718	0	ガンランス	0	1049	410	0	0	光	700	なし	0	0	16	0	255	0	0	0	8	519	0	5	0	1	15	0	0
乖離剣エア【黒】Ⅵ	3719	wh719	0	ガンランス	0	1049	415	0	25	なし	0	なし	0	0	15	0	255	0	0	0	8	521	0	5	0	1	15	0	0
バル・カレジ	3100	wh100	10	片手剣	100000	779	270	0	0	水	180	なし	0	3	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
バル・クラージュ	3705	wh705	11	片手剣	225000	786	290	0	0	水	220	なし	0	3	0	0	255	0	2	0	2	507	0	0	0	0	15	0	0
バル・ガレンティア	3939	wh939	11	片手剣	500000	786	305	0	0	水	260	なし	0	3	0	0	255	0	2	0	4	523	0	0	0	0	15	0	0
バル・ゴートサロス	3940	wh940	11	片手剣	120000	1042	315	0	0	水	320	なし	0	3	0	0	255	0	2	0	16	524	0	2	0	0	15	0	0
バル・ヴァルス	3900	wh900	11	片手剣	270000	1042	400	0	0	水	390	なし	0	3	0	0	255	0	2	0	32	525	0	5	0	0	15	0	0
バル・オルゴ	3104	wh104	10	大剣	100000	783	270	0	0	水	360	なし	0	3	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
バル・オルグリ	3707	wh707	11	大剣	225000	783	285	0	0	水	420	なし	0	3	0	0	255	0	2	0	2	509	0	0	0	0	15	0	0
バル・ファクル	3941	wh941	11	大剣	500000	783	290	0	0	水	490	なし	0	3	0	0	255	0	2	0	4	527	0	0	0	0	15	0	0
バル・スペルゼア	3942	wh942	11	大剣	120000	1039	315	0	0	水	540	なし	0	3	0	0	255	0	2	0	16	528	0	2	0	0	15	0	0
バル・ガレオン	3902	wh902	11	大剣	270000	1039	400	0	0	水	590	なし	0	3	0	0	255	0	2	0	32	529	0	5	0	0	15	0	0
バル・ティザイヤ	3110	wh110	10	ガンランス	100000	1043	250	0	0	水	200	なし	0	3	13	0	255	0	2	0	0	0	0	0	0	0	15	0	0
バル・カゼブ	3710	wh710	11	ガンランス	225000	1043	270	0	0	水	230	なし	0	3	13	0	255	0	2	0	2	512	0	0	0	0	15	0	0
バル・タミューバ	3943	wh943	11	ガンランス	500000	1049	280	0	0	水	280	なし	0	3	16	0	255	0	2	0	4	532	0	0	0	0	15	0	0
バル・ダッドミル	3944	wh944	11	ガンランス	120000	1049	290	0	0	水	360	なし	0	3	16	0	255	0	2	0	16	533	0	2	0	0	15	0	0
バル・ミネルヴァ	3905	wh905	11	ガンランス	270000	1049	390	0	0	水	400	なし	0	3	16	0	255	0	2	0	32	534	0	5	0	0	15	0	0
バル・トロール	3112	wh112	10	ハンマー	100000	795	240	0	0	水	380	なし	0	3	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
バル・ベヘモト	3711	wh711	11	ハンマー	225000	795	250	0	0	水	460	なし	0	3	0	0	255	0	2	0	2	513	0	0	0	0	15	0	0
バル・ケズム	3945	wh945	11	ハンマー	500000	795	265	0	0	水	530	なし	0	3	0	0	255	0	2	0	4	535	0	0	0	0	15	0	0
バル・ヒガンテ	3946	wh946	11	ハンマー	120000	540	275	0	0	水	640	なし	0	3	0	0	255	0	2	0	16	536	0	2	0	0	15	0	0
バル・チューン	3906	wh906	11	ハンマー	270000	796	390	0	0	水	670	なし	0	3	0	0	255	0	2	0	32	537	0	5	0	0	15	0	0
喰血双剣バルガルラ	3103	wh103	10	双剣	9500	539	347	0	0	水	250	なし	0	0	0	0	255	0	64	0	0	0	42	7	0	0	15	0	0
喰血剛双剣ランラン	3448	wh448	10	双剣	9500	539	347	0	10	水	220	なし	0	0	0	0	255	0	64	0	0	0	43	7	0	0	15	0	0
喰血痺双剣ネレギオ	3437	wh437	10	双剣	9500	539	360	0	0	水	140	麻痺	100	0	0	0	255	0	64	0	0	0	44	7	0	0	15	0	0
喰血毒双剣イカロス	3426	wh426	10	双剣	9500	539	356	0	0	水	160	毒	160	0	0	0	255	0	64	0	0	0	45	7	0	0	15	0	0
喰血刀バルバコラ	3107	wh107	10	太刀	9500	291	362	0	0	水	140	なし	0	0	0	0	255	0	64	0	0	0	42	7	0	0	15	0	0
喰血剛刀ランギク	3450	wh450	10	太刀	9500	291	365	0	10	水	180	なし	0	0	0	0	255	0	64	0	0	0	43	7	0	0	15	0	0
喰血痺刀ゲッカ	3439	wh439	10	太刀	9500	291	366	0	0	水	210	麻痺	100	0	0	0	255	0	64	0	0	0	44	7	0	0	15	0	0
喰血毒刀イヌツケ	3428	wh428	10	太刀	9500	291	352	0	0	水	180	毒	340	0	0	0	255	0	64	0	0	0	45	7	0	0	15	0	0
喰血槍ガルツァンゲ	3109	wh109	10	ランス	9000	293	367	0	0	水	290	なし	0	0	0	0	255	0	64	0	0	0	42	7	0	0	15	0	0
喰血剛槍ランドル	3451	wh451	10	ランス	9000	293	344	0	10	水	220	なし	0	0	0	0	255	0	64	0	0	0	43	7	0	0	15	0	0
喰血痺槍ゲネドル	3440	wh440	10	ランス	9000	293	335	0	0	水	170	麻痺	120	0	0	0	255	0	64	0	0	0	44	7	0	0	15	0	0
喰血毒槍イードル	3429	wh429	10	ランス	9000	293	347	0	0	水	130	毒	200	0	0	0	255	0	64	0	0	0	45	7	0	0	15	0	0
喰血笛マキャブラガ	3115	wh115	10	狩猟笛	9000	292	362	0	0	水	260	なし	0	0	11	0	255	0	64	0	0	0	42	7	0	0	15	0	0
喰血剛笛ランシャンテ	3454	wh454	10	狩猟笛	9000	292	341	0	10	水	170	なし	0	0	11	0	255	0	64	0	0	0	43	7	0	0	15	0	0
喰血痺笛ゲネット	3443	wh443	10	狩猟笛	9000	292	355	0	0	水	200	麻痺	160	0	11	0	255	0	64	0	0	0	44	7	0	0	15	0	0
喰血毒笛オシュラード	3432	wh432	10	狩猟笛	9000	292	357	0	0	水	170	毒	230	0	11	0	255	0	64	0	0	0	45	7	0	0	15	0	0
コーレサイド	3722	wh722	10	片手剣	150000	530	260	0	0	闇	360	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレサルス	3856	wh856	11	片手剣	300000	530	280	0	0	闇	450	なし	0	2	0	0	255	0	2	0	2	544	0	0	0	0	15	0	0
コーレサガド	3857	wh857	11	片手剣	600000	786	300	0	0	闇	530	なし	0	2	0	0	255	0	2	0	4	545	0	0	0	0	15	0	0
コーレサナトス	3858	wh858	11	片手剣	150000	786	320	0	0	闇	580	なし	0	2	0	0	255	0	2	0	16	546	0	2	0	0	15	0	0
コーレサングード	3859	wh859	11	片手剣	300000	1042	400	0	0	闇	660	なし	0	2	0	0	255	0	2	0	32	547	0	5	0	0	15	0	0
コーレジャンド	3723	wh723	10	双剣	150000	1048	240	0	0	闇	180	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレジャスト	3860	wh860	11	双剣	300000	1048	260	0	0	闇	220	なし	0	2	0	0	255	0	2	0	2	548	0	0	0	0	15	0	0
コーレジューグ	3861	wh861	11	双剣	600000	1043	280	0	0	闇	260	なし	0	2	0	0	255	0	2	0	4	549	0	0	0	0	15	0	0
コーレジャガル	3862	wh862	11	双剣	150000	1043	300	0	0	闇	310	なし	0	2	0	0	255	0	2	0	16	550	0	2	0	0	15	0	0
コーレジュゲイブ	3863	wh863	11	双剣	300000	788	380	0	0	闇	380	なし	0	2	0	0	255	0	2	0	32	551	0	5	0	0	15	0	0
コーレアグナ	3724	wh724	10	大剣	150000	1053	250	0	0	闇	390	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレアガス	3864	wh864	11	大剣	300000	1053	270	0	0	闇	450	なし	0	1	0	0	255	0	2	0	2	552	0	0	0	0	15	0	0
コーレアゲイナ	3865	wh865	11	大剣	600000	1043	290	0	0	闇	510	なし	0	1	0	0	255	0	2	0	4	553	0	0	0	0	15	0	0
コーレアギウス	3866	wh866	11	大剣	150000	1043	320	0	0	闇	580	なし	0	1	0	0	255	0	2	0	16	554	0	2	0	0	15	0	0
コーレアグティウス	3867	wh867	11	大剣	300000	1048	415	0	0	闇	620	なし	0	1	0	0	255	0	2	0	32	555	0	5	0	0	15	0	0
コーレマシル	3725	wh725	10	太刀	150000	535	250	0	0	闇	270	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレマスト	3868	wh868	11	太刀	300000	535	270	0	0	闇	330	なし	0	2	0	0	255	0	2	0	2	556	0	0	0	0	15	0	0
コーレマセド	3869	wh869	11	太刀	600000	791	290	0	0	闇	390	なし	0	2	0	0	255	0	2	0	4	557	0	0	0	0	15	0	0
コーレマゼンド	3870	wh870	11	太刀	150000	791	310	0	0	闇	450	なし	0	2	0	0	255	0	2	0	16	558	0	2	0	0	15	0	0
コーレマグナート	3871	wh871	11	太刀	300000	1047	390	0	0	闇	510	なし	0	2	0	0	255	0	2	0	32	559	0	5	0	0	15	0	0
コーレエクサ	3728	wh728	10	ランス	150000	1055	250	0	0	闇	210	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレエギス	3880	wh880	11	ランス	300000	1055	270	0	0	闇	280	なし	0	2	0	0	255	0	2	0	2	560	0	0	0	0	15	0	0
コーレエミット	3881	wh881	11	ランス	600000	1043	290	0	0	闇	360	なし	0	2	0	0	255	0	2	0	4	561	0	0	0	0	15	0	0
コーレエネイン	3882	wh882	11	ランス	150000	1043	310	0	0	闇	410	なし	0	2	0	0	255	0	2	0	16	562	0	2	0	0	15	0	0
コーレエルドニア	3883	wh883	11	ランス	300000	1049	385	0	0	闇	470	なし	0	2	0	0	255	0	2	0	32	563	0	5	0	0	15	0	0
コーレゲノア	3729	wh729	10	ガンランス	150000	1055	250	0	0	闇	270	なし	0	1	14	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレゲスタ	3884	wh884	11	ガンランス	300000	1055	270	0	0	闇	340	なし	0	2	14	0	255	0	2	0	2	564	0	0	0	0	15	0	0
コーレゲイト	3885	wh885	11	ガンランス	600000	1043	290	0	0	闇	420	なし	0	2	17	0	255	0	2	0	4	565	0	0	0	0	15	0	0
コーレゲルダ	3886	wh886	11	ガンランス	150000	1043	300	0	0	闇	470	なし	0	2	17	0	255	0	2	0	16	566	0	2	0	0	15	0	0
コーレゲルディア	3887	wh887	11	ガンランス	300000	1049	400	0	0	闇	530	なし	0	2	17	0	255	0	2	0	32	567	0	5	0	0	15	0	0
コーレダグド	3726	wh726	10	ハンマー	150000	788	240	0	0	闇	380	なし	0	1	0	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレダイト	3872	wh872	11	ハンマー	300000	788	260	0	0	闇	440	なし	0	2	0	0	255	0	2	0	2	568	0	0	0	0	15	0	0
コーレダメイド	3873	wh873	11	ハンマー	600000	1036	280	0	0	闇	530	なし	0	2	0	0	255	0	2	0	4	569	0	0	0	0	15	0	0
コーレダゲイン	3874	wh874	11	ハンマー	150000	1036	300	0	0	闇	610	なし	0	2	0	0	255	0	2	0	16	570	0	2	0	0	15	0	0
コーレダスケイド	3875	wh875	11	ハンマー	300000	1047	400	0	0	闇	670	なし	0	3	0	0	255	0	2	0	32	571	0	5	0	0	15	0	0
コーレスゼア	3727	wh727	10	狩猟笛	150000	1054	240	0	0	闇	150	なし	0	1	7	0	255	0	2	0	0	0	0	0	0	0	15	0	0
コーレスドフ	3876	wh876	11	狩猟笛	300000	1054	260	0	0	闇	210	なし	0	2	7	0	255	0	2	0	2	572	0	0	0	0	15	0	0
コーレスレード	3877	wh877	11	狩猟笛	600000	1043	280	0	0	闇	300	なし	0	2	7	0	255	0	2	0	4	573	0	0	0	0	15	0	0
コーレスメルダ	3878	wh878	11	狩猟笛	150000	1043	310	0	0	闇	380	なし	0	2	7	0	255	0	2	0	16	574	0	2	0	0	15	0	0
コーレスカレイグ	3879	wh879	11	狩猟笛	300000	794	380	0	0	闇	440	なし	0	2	7	0	255	0	2	0	32	575	0	5	0	0	15	0	0
バル・バレイラ	3901	wh901	11	双剣	270000	1044	370	0	0	水	330	なし	0	3	0	0	255	0	2	0	32	526	0	5	0	0	15	0	0
バル・アイリス	3903	wh903	11	太刀	270000	1039	380	0	0	水	410	なし	0	3	0	0	255	0	2	0	32	530	0	5	0	0	15	0	0
バル・バート	3904	wh904	11	ランス	270000	1049	375	0	0	水	340	なし	0	3	0	0	255	0	2	0	32	531	0	5	0	0	15	0	0
バル・フィーネ	3907	wh907	11	狩猟笛	270000	796	365	0	0	水	430	なし	0	3	11	0	255	0	2	0	32	538	0	5	0	0	15	0	0
多殻獄挟剣【花菖蒲】	3911	wh911	11	大剣	300000	1048	405	90	0	雷	920	なし	0	3	0	0	255	0	2	0	32	588	0	5	0	0	15	0	0
真舞雷極鎚【福音】	3913	wh913	11	ハンマー	300000	1042	390	0	30	雷	600	なし	0	1	0	0	255	0	2	0	32	590	0	5	0	0	15	0	0
真冥雷獄槍【瑠璃鶲】	3914	wh914	11	ランス	300000	1035	350	0	35	龍	700	なし	0	1	0	0	255	0	2	3	32	591	0	5	0	0	15	0	0
ネブラボルナレガシー	3915	wh915	11	片手剣	300000	1039	385	0	0	龍	850	毒	600	1	0	0	255	0	2	0	32	592	0	5	0	0	15	0	0
真冥雷獄笛【蜂鳥】	3917	wh917	11	狩猟笛	300000	1047	345	0	45	龍	650	なし	0	0	11	0	255	0	2	0	32	594	0	5	0	0	15	0	0
天狼極銃槍【幻想】	3918	wh918	11	ガンランス	300000	792	375	0	30	氷	650	なし	0	1	16	0	255	0	2	0	32	595	0	5	0	0	15	0	0
天狼極烈剣【月朔】	3920	wh920	11	大剣	296000	795	385	0	30	氷	930	なし	0	1	0	0	255	0	2	0	32	597	0	5	0	0	15	0	0
ドドンガ・ルドラ	3921	wh921	11	ハンマー	225000	1051	395	0	0	水	720	毒	460	2	0	0	245	0	2	3	32	598	0	5	0	0	15	0	0
怒髪烈閃槍【長月】	3922	wh922	11	ランス	295000	1035	355	0	40	水	590	なし	0	0	0	0	255	0	2	3	32	599	0	5	0	0	15	0	0
緋猛烈剣【虚影】	3923	wh923	11	片手剣	240000	1042	390	0	0	なし	0	麻痺	470	2	0	0	255	0	2	3	32	600	0	5	0	0	15	0	0
ドドンガ・リューシ	3925	wh925	11	双剣	225000	1039	405	65	0	水	640	なし	0	3	0	0	167	0	2	0	32	602	0	5	0	0	15	0	0
ドドンガ・エフダチ	3926	wh926	11	太刀	225000	1037	375	77	0	水	700	なし	0	3	0	0	158	0	2	3	32	603	0	5	0	0	15	0	0
ドドンガ・ドンサマ	3927	wh927	11	ガンランス	225000	1051	395	0	0	水	570	毒	380	2	16	0	154	0	2	0	32	604	0	5	0	0	15	0	0
ギップル	3342	wh342	2	ハンマー	0	286	155	0	0	水	170	睡眠	80	0	0	0	255	0	0	0	0	0	0	0	0	0	15	0	0
シャイプル	3342	wh342	3	ハンマー	50000	542	175	0	0	水	220	睡眠	120	1	0	0	255	0	0	0	0	0	0	0	0	0	15	0	0
ヴァイプル	3342	wh342	5	ハンマー	50000	798	195	0	0	水	270	睡眠	160	1	0	0	255	0	0	0	0	0	0	0	0	0	15	0	0
ミルルプール	3342	wh342	6	ハンマー	50000	798	225	0	0	水	330	睡眠	190	2	0	0	255	0	0	0	0	0	0	0	0	0	15	0	0
ライガプール	3342	wh342	4	ハンマー	50000	798	245	0	0	水	370	睡眠	230	2	0	0	255	0	8	0	0	0	0	0	0	0	15	0	0
